Date,PETR4.SA,VALE3.SA,ITUB4.SA,WEGE3.SA,ABEV3.SA,BOVA11.SA
2015-01-02,9.359999656677246,21.280000686645508,18.639118194580078,5.923076152801514,16.020000457763672,47.2599983215332
2015-01-05,8.5600004196167,20.959999084472656,18.7327823638916,5.963460922241211,15.729999542236328,46.31999969482422
2015-01-06,8.279999732971191,21.799999237060547,19.035812377929688,5.875,16.329999923706055,46.58000183105469
2015-01-07,8.670000076293945,22.600000381469727,19.724517822265625,5.807692050933838,16.559999465942383,48.150001525878906
2015-01-08,9.229999542236328,22.84000015258789,20.033056259155273,5.905768871307373,16.540000915527344,48.5099983215332
2015-01-09,9.510000228881836,22.350000381469727,19.157024383544922,5.878846168518066,16.5,47.529998779296875
2015-01-12,8.84000015258789,22.639999389648438,18.6942138671875,5.8461527824401855,16.709999084472656,46.83000183105469
2015-01-13,9.09000015258789,22.510000228881836,18.672176361083984,5.867307186126709,16.709999084472656,46.63999938964844
2015-01-14,8.90999984741211,20.700000762939453,18.798898696899414,5.961537837982178,16.760000228881836,46.47999954223633
2015-01-15,9.3100004196167,20.940000534057617,18.633607864379883,5.961537837982178,16.790000915527344,47.0
2015-01-16,9.4399995803833,21.8799991607666,18.92011070251465,5.961537837982178,16.90999984741211,47.599998474121094
2015-01-19,9.170000076293945,21.649999618530273,18.236913681030273,5.992307186126709,16.600000381469727,46.310001373291016
2015-01-20,9.3100004196167,21.739999771118164,18.29751968383789,6.067306995391846,16.899999618530273,46.52000045776367
2015-01-21,9.899999618530273,22.079999923706055,18.837465286254883,6.001923084259033,17.09000015258789,47.810001373291016
2015-01-22,10.229999542236328,21.90999984741211,18.931129455566406,6.051922798156738,17.280000686645508,48.119998931884766
2015-01-23,9.979999542236328,20.520000457763672,18.749311447143555,6.12307596206665,17.030000686645508,47.29999923706055
2015-01-26,9.829999923706055,19.579999923706055,18.969696044921875,6.050000190734863,16.989999771118164,47.189998626708984
2015-01-27,10.140000343322754,19.0,18.8980712890625,6.151923179626465,16.959999084472656,47.34000015258789
2015-01-28,9.109999656677246,18.889999389648438,18.51239585876465,6.211537837982178,17.030000686645508,46.33000183105469
2015-01-29,8.670000076293945,18.049999237060547,18.38567352294922,6.351922988891602,17.65999984741211,46.380001068115234
2015-01-30,8.300000190734863,18.610000610351562,18.126720428466797,6.169229984283447,17.690000534057617,45.61000061035156
2015-02-02,8.789999961853027,19.739999771118164,18.358125686645508,6.334615230560303,17.489999771118164,46.27000045776367
2015-02-03,9.970000267028809,20.8700008392334,18.87052345275879,6.2846150398254395,17.549999237060547,47.63999938964844
2015-02-04,10.020000457763672,20.549999237060547,19.56473731994629,6.3153839111328125,17.34000015258789,47.77000045776367
2015-02-05,9.829999923706055,20.450000762939453,19.39944839477539,6.298076152801514,17.739999771118164,47.880001068115234
2015-02-06,9.119999885559082,20.420000076293945,19.355371475219727,6.2846150398254395,17.90999984741211,47.29999923706055
2015-02-09,9.399999618530273,21.59000015258789,19.47658348083496,6.294229984283447,18.170000076293945,47.91999816894531
2015-02-10,8.90999984741211,20.399999618530273,19.228649139404297,6.459615230560303,18.040000915527344,47.15999984741211
2015-02-11,9.079999923706055,21.100000381469727,18.446279525756836,6.413461208343506,18.040000915527344,46.95000076293945
2015-02-12,9.449999809265137,21.579999923706055,18.931129455566406,6.340384006500244,18.09000015258789,48.130001068115234
2015-02-13,10.029999732971191,22.479999542236328,19.559228897094727,6.238461017608643,18.0,49.38999938964844
2015-02-18,10.039999961853027,22.709999084472656,19.674930572509766,6.230769157409668,18.200000762939453,49.90999984741211
2015-02-19,9.710000038146973,22.100000381469727,19.66942024230957,6.3461527824401855,18.229999542236328,49.79999923706055
2015-02-20,9.640000343322754,22.6200008392334,19.77410316467285,6.25,18.170000076293945,49.84000015258789
2015-02-23,9.5,21.6200008392334,19.966941833496094,6.2211527824401855,18.479999542236328,49.79999923706055
2015-02-24,9.899999618530273,22.040000915527344,20.176307678222656,6.25,18.479999542236328,50.40999984741211
2015-02-25,9.399999618530273,22.139999389648438,20.225894927978516,6.0961527824401855,18.25,50.36000061035156
2015-02-26,9.229999542236328,21.25,20.3250675201416,6.071153163909912,18.489999771118164,50.310001373291016
2015-02-27,9.550000190734863,21.25,20.110191345214844,5.880768775939941,18.309999465942383,50.0099983215332
2015-03-02,9.420000076293945,20.559999465942383,20.011018753051758,5.976922988891602,18.100000381469727,49.59000015258789
2015-03-03,9.569999694824219,20.790000915527344,20.1652889251709,6.0961527824401855,18.43000030517578,49.83000183105469
2015-03-04,9.270000457763672,20.389999389648438,19.98897933959961,6.086537837982178,18.309999465942383,49.06999969482422
2015-03-05,9.239999771118164,19.5,19.812671661376953,6.019229888916016,18.360000610351562,48.95000076293945
